"ID","Collection","ENS","Minting Date","Tx Count","Power"
"1283","0x5b2bab8eb451240f828e552413617905ddade036","","8/1/2019","1","1"
"1284","0xf9dfe2f38b39475cfb14a5a84dd741b1c79abb73","","8/1/2019","1","1"
"1286","0xf6b6f07862a02c85628b3a9688beae07fea9c863","","8/1/2019","1","348"
"1288","0xb159a8a7e5c96fdc5e39aae2da72a4572f84e5c8","","8/2/2019","1","2"
"1289","0x7092fdbc448698461a3ae98488c35568f368e0ad","","8/2/2019","1","6"
"1291","0xefb93a960b51565c27a223d9f30f6eb4ac766576","","8/2/2019","1","1"
"1293","0xbe96eb0e4edcdf0414d341f637dfe1f8e812bce9","","8/2/2019","1","2"
"1295","0xbe96eb0e4edcdf0414d341f637dfe1f8e812bce9","","8/2/2019","1","2"
"1299","0x781b4fd8e40d4042c88e162ef0b150d7282d3165","","8/2/2019","1","2"
"1302","0x7284a8451d9a0e7dc62b3a71c0593ea2ec5c5638","","8/2/2019","1","3"
"1305","0xfd7345c893c3620f78eece517542c86f74f88add","","8/2/2019","1","5"
"1307","0xdc55b3549b67f2eab3bb10364e47c83d0b90f516","","8/2/2019","1","1"
"1308","0xfd2c6f10a41cff083649350dcbc69c7efb6baa1d","","8/2/2019","1","1"
"1310","0x89c3c65b3960bdf2eccd8305da569202bf76681f","","8/2/2019","1","1"
"1312","0xc1cae249a6f80c4d1ccb5e3e61c193d5b580ad86","","8/2/2019","1","1"
"1314","0xf5e00036017e7e69ad5e776de26cc9570dda542a","","8/2/2019","1","2"
"1316","0x9fb29aac15b9a4b7f17c3385939b007540f4d791","","8/2/2019","1","1"
"1317","0xf5e00036017e7e69ad5e776de26cc9570dda542a","","8/2/2019","1","2"
"1319","0x04e1e690c510c9fabe202ca631079c0bf4d1d4f3","","8/2/2019","1","1"
"1320","0x4cf332fb1bbc15377ddb46ddc3b1fcea8490462b","","8/2/2019","1","1"
"1321","0x545eedd56c339608917715beb3ef2254bb55584d","","8/2/2019","1","1"
"1323","0x4b2061134f555c2a4241dc4917eae17c50092646","","8/2/2019","1","1"
"1325","0xac7fa16bdcb3e31904394e4f03c77a9572e1bffa","","8/2/2019","1","1"
"1326","0x375ad759174a5170d29f7e5cf38937ab7ec8179f","","8/2/2019","1","1"
"1327","0xe83e4cb256e24e4e94520755d17a14090e54f3b1","","8/2/2019","1","1"
"1328","0x583c77aa9ec613882bc7d7905fc0cf12e86c8706","","8/2/2019","1","1"
"1329","0x990d2d1cf9332b345c05e5aa395d36e1f5023d44","","8/2/2019","1","2"
"1330","0x5135768ca7c9605b296d9367be2736932badf8f5","","8/2/2019","1","1"
"1331","0x3974e37028f840faa0f83360ef3d7479231c3c2a","","8/2/2019","1","1"
"1332","0xd91f848796e092de699c535f8ed72024af079372","","8/2/2019","1","1"
"1333","0xd31398aba355e94cc092f26d258c13a4b186442d","","8/2/2019","1","1"
"1334","0x1b2d2797a56c9eba12aa821d643ab0dba66c3772","","8/2/2019","1","2"
"1335","0x1057bea69c9add11c6e3de296866aff98366cfe3","","8/2/2019","1","5"
"1336","0x49a0608e6a34487239cca88fd9253eb964303c19","","8/2/2019","1","1"
"1337","0x0dbccb2f2b16926dd60770ff72c6bf6e5cab3cbe","","8/2/2019","1","2"
"1338","0x1a4223777904463e68fef335c63893a3dd84e0d5","","8/2/2019","1","1"
"1339","0x02499b7b592820c7889e9dbe15a15d314c811ce7","","8/2/2019","1","1"
"1340","0x67eb5fce919f0348953289ffd98ade4bbaa0397d","","8/2/2019","1","1"
"1341","0x8629bf4070c28271c4201813ada7fc3777ff95c1","","8/2/2019","1","1"
"1342","0x1db8c622a8dbf7c071435c751c591b00663e8aa9","","8/2/2019","1","1"
"1343","0xb5c0f0ff448c4891e04fd88ff77e634e8c9d6e7b","","8/2/2019","1","1"
"1345","0xe82e347dc0a59b44f4770f4a284ce98b2ff6e4db","","8/2/2019","1","1"
"1346","0x2461ad11c10ac35dd8adafd6b0af3aacfaf1c3f5","","8/2/2019","1","1"
"1347","0xca4537056d222d14725a169fd0b4e76aef6f9866","","8/2/2019","1","1"
"1348","0x45ec737a09031d27160f6737796d191edfb727a3","","8/2/2019","1","1"
"1349","0x90d740f356a6ad165e25a8d43ea36f0989290f3f","","8/2/2019","1","1"
