"ID","Collection","ENS","Minting Date","Tx Count","Power"
"4321","0xeed5867f99f5f4e1888ba796c9af12f401f671f1","","10/7/2019","1","1"
"4322","0x9b2e58dd9a5bc1169e86ff296895eabfde1c11d0","","10/7/2019","1","1"
"4323","0xfda995eb398750319a2d5e8a4766c02e54db24b8","","10/7/2019","1","1"
"4324","0xd912e3815b79cbd9a3fa8a68d2484c4168a426ef","","10/7/2019","1","1"
"4325","0x423cfaa3ab7b9f63743a23fc3b77e2a951385fe4","","10/7/2019","2","10"
"4326","0xfb6fa4d63f7358458d57872ef1dfa4fbd307fb6f","","10/7/2019","1","1"
"4327","0xdd8e2548da5a992a63ae5520c6bc92c37a2bcc44","","10/7/2019","1","3"
"4328","0x39aaa7864ced1450cc410cae8fc81f70795f2711","","10/7/2019","1","1"
"4329","0xbfc7cae0fad9b346270ae8fde24827d2d779ef07","","10/7/2019","1","2"
"4330","0x9a5e4d421d72bc1835e6a7b9658ca1924d12d0e0","","10/7/2019","1","17"
"4331","0xa64fc17b157aaa50ac9a8341bab72d4647d0f1a7","","10/7/2019","1","3"
"4332","0xe602d1d6a52b5022a81c4ee7020292261bbb6f17","","10/7/2019","1","2"
"4333","0x93001c99c937a162cda0e5430be197c792995adb","","10/7/2019","1","2"
"4334","0xa07ddde9888a4009c1c4669f5ab4d0bd4f3560f5","","10/7/2019","1","2"
"4335","0x5783a089c0c63a6db406b5f0a3dba0ceba0f1cbb","","10/7/2019","1","1"
"4336","0xe1a665ae24e57573f8c172e2a6588a64c35c4478","","10/7/2019","1","3"
"4337","0x006a8a496889e9983a5256f34b608ee9569ba319","","10/7/2019","1","16"
"4338","0x2b80293f5a5d432eda4a2956124830c851b57b64","","10/7/2019","1","2"
"4339","0x8258b64aee7d44ca332149f5e750f7b4c5995cee","","10/7/2019","1","1"
"4340","0xda80be5c9d8d90e9ab89c2d6c8ac3f75e44f9e10","","10/7/2019","1","1"
"4341","0xe5ebf987a49819db42434e4470ddf32a22d02295","","10/7/2019","1","1"
"4342","0x903ddd91207f737255ca93eb5885c0e087be0fc3","","10/7/2019","1","1"
"4343","0xe6c6644176cc3d82ae7a42846ab89d2c6d3d97bf","","10/7/2019","1","1"
"4344","0xb7a883569c1d1aafffdbdab06fe9616ce738a227","","10/7/2019","1","1"
"4345","0x5a384227b65fa093dec03ec34e111db80a040615","","10/7/2019","1","64"
"4346","0xac9ba72fb61aa7c31a95df0a8b6eba6f41ef875e","","10/7/2019","1","16"
"4347","0x52b8398551bb1d0bdc022355897508f658ad42f8","","10/7/2019","1","2"
"4348","0xd2cd261f0d1279ac8e0d0641a1a140993cdf1ce5","","10/7/2019","1","1"
"4349","0x8913b99d5efd9e391ade59168230f6425813d90a","","10/7/2019","2","7"
"4350","0x3084eac348621cc9beee1758226103680190d5d9","","10/7/2019","1","1"
"4351","0x31b4c292b4639a32a0aca72b0451499b464c58cb","","10/7/2019","1","18"
"4352","0x77feecc45fa31f2639d4c1cee0ccbf138387d79b","","10/7/2019","1","1"
"4353","0x60097d9ff69b2445799b7c8874f79d9e1afed5ab","","10/7/2019","1","4"
"4354","0xf36700ff798394c4a58fe861a4661f5489d90735","","10/7/2019","1","4"
"4355","0xc54aca46b89172fc53c36e68e109f603e57aeeee","","10/7/2019","1","1"
"4356","0x6de754c0816aa1ec98d2ff55ad6ea7d00ab6e131","","10/7/2019","1","4"
"4357","0x09dcabf773a87ff1b1b9885576938f0dcc1075db","","10/7/2019","1","1"
"4358","0xb0b980359d9eeff396fab0be4b59da0565e6ba97","","10/7/2019","1","1"
