"ID","Collection","ENS","Minting Date","Tx Count","Power"
"440","0x1f70005488b5fc5e0221a06bf6de5de72a1f0d83","","Thu 09 Mar 2023 18:54:27 GMT","1","2"
"441","0x51b10fc262442b26b07b2de00ce077faf6e6ee1f","","Thu 09 Mar 2023 18:54:27 GMT","2","23"
"442","0xfbf345a92ad4cdf1aada97c1bcaeb946658da0de","","Thu 09 Mar 2023 18:54:27 GMT","1","14"
"443","0x8c1abe88ea26d1c88f940ef4355ac54799d316a6","","Thu 09 Mar 2023 18:54:27 GMT","1","4"
"444","0x85f0ad9533aea4fdc870a8b93b0f7e71c018efcd","sunnya97.eth","Thu 09 Mar 2023 18:54:27 GMT","1","27"
"445","0x9a5e4d421d72bc1835e6a7b9658ca1924d12d0e0","","Thu 09 Mar 2023 18:54:27 GMT","1","48"
"446","0x624ec4a3ffa86bcef4d06706034d1fddbc9f56b4","","Thu 09 Mar 2023 18:54:27 GMT","1","16"
"447","0x8cb85b3fae649b1ce508dcd31dcb0b9023a1fb2d","","Thu 09 Mar 2023 18:54:27 GMT","1","12"
"448","0xc97d2aa3e43d4e3eeff1fad699b7828a5cb94119","","Thu 09 Mar 2023 18:54:27 GMT","1","3"
"449","0x423cfaa3ab7b9f63743a23fc3b77e2a951385fe4","","Thu 09 Mar 2023 18:54:27 GMT","2","12"
"451","0xa00567bd0463172dc344cb666d7fc0a71bc29742","","Thu 09 Mar 2023 18:54:27 GMT","1","5"
"452","0x5a384227b65fa093dec03ec34e111db80a040615","matoken.eth","Thu 09 Mar 2023 18:54:27 GMT","1","205"
"453","0xd18a54f89603fe4301b29ef6a8ab11b9ba24f139","","Thu 09 Mar 2023 18:54:27 GMT","1","18"
"454","0xc5c83a12501c6470b002e54409b024c02624aaaa","","Thu 09 Mar 2023 18:54:27 GMT","1","1"
"455","0x811a16ebf03c20d9333ff5321372d86da9ad1f2e","","Thu 09 Mar 2023 18:54:27 GMT","1","11"
"456","0xf6b6f07862a02c85628b3a9688beae07fea9c863","poap.eth","Thu 09 Mar 2023 18:54:27 GMT","1","1483"
"457","0x22d88cf1bcc9a9b7783c924ed24925602097e821","","Thu 09 Mar 2023 18:54:27 GMT","1","6"
"458","0x34da5465d14054756814ada90b50285d2ec72057","","Thu 09 Mar 2023 18:54:27 GMT","1","4"
"459","0xe96a1b303a1eb8d04fb973eb2b291b8d591c8f72","alexatallah.eth","Thu 09 Mar 2023 18:54:27 GMT","1","6"
"460","0x554c5af96e9e3c05aec01ce18221d0dd25975ab4","","Thu 09 Mar 2023 18:54:27 GMT","1","22"
"462","0xf1db8a2623193757317639d0532daa5e3c8ea20c","lakoubay.eth","Thu 09 Mar 2023 18:54:27 GMT","1","32"
"463","0xaf8c3bc99165c948667904a826dd2b96afd8b1df","","Thu 09 Mar 2023 18:54:27 GMT","1","1"
"464","0x57757e3d981446d585af0d9ae4d7df6d64647806","patricioworthalter.eth","Thu 09 Mar 2023 18:54:27 GMT","1","23"
"465","0x34aa3f359a9d614239015126635ce7732c18fdf3","austingriffith.eth","Thu 09 Mar 2023 18:54:27 GMT","1","49"
