"rank","address","partiscore_absolute","partiscore_percentile","number_of_daos","number_of_proposals","number_of_votes"
438.0,"0xb17226b1d65af828ee1cfb3334975432b1423865",23.85911183343907,99.99049896521338,2.0,0.0,228.0
439.0,"0x4a1d9e3b1a543601a7550d9490cb41936265f715",23.852560872934916,99.99047722371502,15.0,0.0,156.0
440.0,"0x9fdee2c1883d46a5c0c72630da1eb7d70bf9c32e",23.852280053677774,99.99045548221665,15.0,4.0,186.0
441.0,"0xb149827a0e8e7826a4cce3ecaf2e74ddc42b14f8",23.83560154700623,99.99043374071829,26.0,18.0,229.0
442.0,"0x3ba89593f94ee0480650bed3160f212cdfbd2ead",23.752630394017643,99.99041199921992,29.0,9.0,258.0
443.0,"0xd4d9c70fcc8a3e920ad48d1cb1596f8f097c96b7",23.724840595534125,99.99039025772156,15.0,0.0,219.0
444.0,"0xab6f255dac71103ea6d57b320eaf0eec901b05aa",23.70780553603901,99.99036851622319,36.0,0.0,227.0
445.0,"0xdfd0c50cedede32e72acfabbc9e34e59c743bd55",23.70757112955371,99.99034677472481,11.0,1.0,167.0
446.0,"0x39643f31647d78fe1ccfbd9b95c1155262a0f55c",23.699657822546037,99.99032503322644,32.0,1.0,287.0
447.0,"0xcb3cc201e8ce85370f2af36c74abb5da0ec9e1a3",23.668646881034004,99.99030329172808,14.0,3.0,189.0
448.0,"0xd131f1bcdd547e067af447dd3c36c99d6be9fdeb",23.636173555914947,99.99028155022971,35.0,2.0,157.0
449.0,"0x785c8d210ab8888da6d121faa0a9568f75400b13",23.620695709864762,99.99025980873134,11.0,0.0,192.0
450.0,"0xbe02293e12ee9fd9cb185f7bb5a9031f81781df7",23.602683233943893,99.99023806723298,29.0,9.0,256.0
451.0,"0x6782d93a2b4c0558a14213effffa826577742b2b",23.5788551659923,99.99021632573461,4.0,66.0,110.0
452.0,"0x1200eb4fa3df9903fc6eff1d7a4a5d17502329b2",23.575899657771576,99.99019458423624,32.0,0.0,248.0
453.0,"0x68dfb9b374b0a1ce996770ddf32916a530b4785f",23.57359564450179,99.99017284273786,9.0,0.0,193.0
454.0,"DbF59HrqrrPh9L2Fi4EBd7gn4xFUSXmrE6zyMzf3pETXLvg",23.554833434410938,99.9901511012395,2.0,6.0,268.0
455.0,"0x2a1bbcdff7a047d82fc8829faa0d13a8d2cf1dbe",23.473022061989393,99.99012935974115,14.0,0.0,189.0
456.0,"0xb75d08b1bc49f4e2b0e27c7f77aac9bd49333d29",23.464422783530928,99.99010761824277,14.0,3.0,186.0
457.0,"DMF8a34emwapz9mV5P5PTDcghh1ZR3miH9ad9mHzfAUMSXU",23.431779171779095,99.9900858767444,2.0,2.0,284.0
458.0,"0x019ed608dd806b80193942f2a960e7ac8abb2ee3",23.400081675958717,99.99006413524604,15.0,0.0,215.0
459.0,"0x335d2d954cec61cb4673780300d890340a29dd99",23.377543680016263,99.99004239374767,18.0,1.0,188.0
460.0,"0x5a756d9c7caa740e0342f755fa8ad32e6f83726b",23.366687852963665,99.9900206522493,32.0,3.0,170.0
461.0,"0x13ac0d7bb293163922ca296a0c3fb1b236c815f0",23.300829787072193,99.98999891075093,13.0,0.0,152.0
462.0,"12NLgzqfhuJkc9mZ5XUTTG85N8yhhzfptwqF1xVhtK3ZX7f6",23.28031911338791,99.98997716925257,2.0,16.0,190.0
463.0,"0x166d720802f189a03f43f3b1132369b0fd9e1c93",23.25568463063084,99.9899554277542,14.0,3.0,184.0
464.0,"0x9e2e00aab67c3a7b827eb3e431c4a6c2077510a6",23.24156336291961,99.98993368625582,23.0,0.0,213.0
465.0,"0x5b93ff82faaf241c15997ea3975419dddd8362c5",23.235905024268842,99.98991194475747,49.0,25.0,207.0
466.0,"0x46331769a8a01947e07c310704893076a3409d36",23.22194257215662,99.9898902032591,24.0,0.0,172.0
467.0,"0x5e1610784f0b8c1cd1df8170ec28a59e94cb5c0d",23.128036184635658,99.98986846176072,28.0,1.0,148.0
468.0,"0x085eb211bb4890972c1279fbbac6003f79369d75",23.12217319995247,99.98984672026235,2.0,92.0,1.0
469.0,"6MPyZmURvG8UXetHVSk9FHRc3XTeeELnfk5nDEZkVCY4",23.121470869516763,99.98982497876399,6.0,37.0,81.0
470.0,"0xa1bbd8d39ed536dea030a32f3f6c5916c845a800",23.08777843584748,99.98980323726563,15.0,0.0,201.0
471.0,"0x41222a33d9b40173118bd8b80114a9ce3617664e",23.072620664306534,99.98978149576726,3.0,40.0,41.0
472.0,"0xea9856eec3a4774b83bf6d1ecbf75486f02b10b4",23.029831859439017,99.98975975426889,14.0,0.0,289.0
473.0,"0x8cf8f01626dfabbbedda68511d0fb49e629b4c8a",23.029524931683962,99.98973801277053,14.0,0.0,289.0
474.0,"0x940214134c5e8d81dbd5e9015908c697dab5e0dd",23.01908241960577,99.98971627127216,20.0,0.0,214.0
475.0,"0xced608aa29bb92185d9b6340adcbfa263dae075b",23.015754339573142,99.98969452977379,41.0,51.0,131.0
476.0,"0x0de92626498717585f06e5bf5b85a7a88872f5b3",23.001608110897553,99.98967278827541,16.0,0.0,209.0
477.0,"0xd8ad83c8916e4aeca74e213678b24ea650b522e3",22.997216498044743,99.98965104677706,1.0,137.0,1.0
478.0,"0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7",22.990361091177125,99.98962930527868,13.0,0.0,204.0
479.0,"0xe77587e3a723b1d314c73f77e822b704a3ffb403",22.986601621047388,99.98960756378031,13.0,3.0,182.0
480.0,"0x8625afdbf3744d433d850c681ba881d028253c8a",22.97262896254959,99.98958582228195,10.0,0.0,200.0
481.0,"0x3bf7f65d1847720d08c2bd0d8e2823ef049dab20",22.90302720091415,99.98956408078358,14.0,3.0,181.0
482.0,"0x1fe66ce3f26b4039b737dd1e3ce6566c153339ea",22.8566157213962,99.98954233928521,6.0,0.0,273.0
483.0,"0xbdd3992fa70a2790bec884542ab82658f7326c51",22.846581532063084,99.98952059778684,9.0,20.0,99.0
484.0,"0x64b5f9dd6f23269b966a4c3717e150a6dd264851",22.83496678066749,99.98949885628848,18.0,1.0,179.0
485.0,"0x4c963931f71e6b471a1e4876ead08871ba8059e2",22.805574823684417,99.98947711479012,11.0,0.0,200.0
486.0,"0x3158ede7ad7680df78541af3ca60b4d09dfcf41b",22.78086834723675,99.98945537329175,13.0,3.0,180.0
487.0,"0x3ecfba75d5a113241ec899888319a9e1e456ee9a",22.756506739091748,99.98943363179337,30.0,0.0,181.0
488.0,"0xfdab3be33284ef68442f55535ffc0b1fcbad2b62",22.739562427282532,99.98941189029502,21.0,5.0,166.0
489.0,"0x6caa802c6895ecd31601518c7f6b9ef6f9349238",22.681778827088895,99.98939014879664,3.0,0.0,237.0
490.0,"0x070341aa5ed571f0fb2c4a5641409b1a46b4961b",22.67307948289963,99.98936840729827,6.0,4.0,196.0
491.0,"0xc24fe6f2bae027aeee47390be73d121f18f51bdb",22.621529787428226,99.9893466657999,17.0,2.0,179.0
492.0,"0xcd75942b66c1a82d7e04f65a34ce7f93791fa8a8",22.597195216355974,99.98932492430154,19.0,1.0,177.0
493.0,"0xd314cb3388d80236ac7111be118f86d8558de8b5",22.588608740499332,99.98930318280317,22.0,2.0,210.0
494.0,"0x8726d038c8bf67ddbd7d571895ecba481d649997",22.56513007504885,99.9892814413048,14.0,3.0,179.0
495.0,"0x491e83d1f86d1f753050d17becfba1353cf3dfa4",22.53293368784971,99.98925969980644,16.0,1.0,216.0
496.0,"0x9dab43bc15bd29cfe3030ca1b7edb3eeb9f3b6c1",22.52999496386396,99.98923795830807,3.0,0.0,172.0
497.0,"0x64f8e38e19c1b6992969dcd5769c149951018af1",22.527776420949927,99.9892162168097,32.0,0.0,212.0
498.0,"0x84e94f8032b3f9fec34ee05f192ad57003337988",22.521553638379086,99.98919447531134,6.0,51.0,82.0
499.0,"0x214865f51f3181c556513912f5014175121ecbe4",22.488697419892006,99.98917273381296,14.0,4.0,174.0
500.0,"0x5f45f8296be3f38119d0c56ad339f6bf66154b9b",22.436144389779333,99.9891509923146,13.0,0.0,231.0
501.0,"0x23abad8c65a9a93abcc343892aaf3d6e88b5ccc9",22.407983319390485,99.98912925081623,22.0,0.0,212.0
502.0,"0x050de5d3eef70a4685e1db962500f463939efdb7",22.39009825357505,99.98910750931786,13.0,3.0,176.0
503.0,"0x17ebee050c312567ad0038c0a703779401cb0fe0",22.370630653131958,99.9890857678195,21.0,0.0,127.0
504.0,"0x5701068ca0ba0338a5b64e8f59d5ae661e9ecfc0",22.361466301086672,99.98906402632113,24.0,0.0,196.0
505.0,"0x77d25848b2396250df5860ae566f7c341d81efac",22.33509613729266,99.98904228482276,27.0,0.0,124.0
506.0,"0x15fab1cc5262d69853b1196f74d38c7fc96fc6d7",22.331487037628335,99.98902054332439,24.0,0.0,122.0
507.0,"0xd5622d752cdd1b6672f913713c654de582f0fdd5",22.3180635712353,99.98899880182603,13.0,0.0,280.0
508.0,"0x91f7c7dc5a44276482c102178fe1d620b397c276",22.303721851610554,99.98897706032766,18.0,1.0,177.0
509.0,"0xcf10cd8b5dc2323b1eb6de6164647756bad4de4d",22.296071524537957,99.98895531882928,9.0,1.0,217.0
510.0,"0xab888291f4127352b655fd476f64ac2ebfb8fe76",22.286513035367854,99.98893357733093,26.0,0.0,127.0
511.0,"0xf78108c9bbaf466dd96be41be728fe3220b37119",22.283379393184354,99.98891183583255,30.0,15.0,128.0
512.0,"0x810d3aabbbf8cbcff5c256f2b0621c4941f8b139",22.26928700709127,99.98889009433418,27.0,1.0,168.0
513.0,"0x4b5141164f67815c700eef4484a91bf4e787f4fd",22.2520635712353,99.98886835283582,13.0,0.0,279.0
514.0,"0xe02f7d3c5fc70e632d646ca76124f1536d9ea6e1",22.252063571235297,99.98882486983909,13.0,0.0,279.0
514.0,"0x68bdd9e9328fb8807abb0308caab4e69ca8c80b2",22.252063571235297,99.98882486983909,13.0,0.0,279.0
516.0,"0x97427ebb533464af42de3ddda6df57d870d2b73b",22.251736357888664,99.98880312834072,13.0,0.0,279.0
517.0,"0xf51530d5cdcbb705dc11c2bb9ae37896c4a72dce",22.25144028300895,99.98878138684235,13.0,0.0,279.0
518.0,"0xc21611a12525d3ab940c339b8ae4c4be5865b6a2",22.24740799280436,99.98875964534399,19.0,3.0,136.0
519.0,"0x856dc4a12f08afa49f42b52f81769a96505f312c",22.217357064121988,99.98873790384562,21.0,0.0,131.0
520.0,"0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e",22.204410814336683,99.98871616234725,30.0,79.0,85.0
521.0,"0x3fb22974f6878655dbc9c20ccfb0a942cded9cec",22.196334496568156,99.98869442084887,6.0,0.0,173.0
522.0,"0xc0e2303c29e566a7b9b15c2c98650ab4a25423de",22.17268109954567,99.98867267935051,5.0,0.0,248.0
523.0,"0x66b1de0f14a0ce971f7f248415063d44caf19398",22.151911274334886,99.98865093785214,32.0,54.0,146.0
524.0,"0xe591269ce88d339e0e993a66955688e8756735d1",22.14186131543703,99.98862919635377,13.0,0.0,278.0
525.0,"0xb47116c96385ae3796d8bc25629b662d6df58746",22.100153839585147,99.98860745485541,14.0,4.0,170.0
526.0,"0x3bdb6119802ef01eab4e2a74bedb5e0227bed49a",22.097494856290723,99.98858571335704,15.0,0.0,228.0
527.0,"0x89768ca7e116d7971519af950dbbdf6e80b9ded1",22.089519956511708,99.98856397185868,44.0,3.0,151.0
528.0,"0x25ad2667b19e866109c1a93102b816730a6aec3f",22.065749605679226,99.98854223036031,28.0,1.0,186.0
529.0,"AL1x33zmwQq4Bc16SfAr9tooCTzaXfw5PsCegbWwac8w",22.039775870819582,99.98852048886194,2.0,42.0,55.0
530.0,"0x89ad2a1f98266c760f585c56a661e7334f8f1d91",22.023545910553146,99.98849874736358,13.0,0.0,164.0
531.0,"0xf05e75e42272ec60ba6157d647924fd2de7a9495",21.961159964474643,99.9884770058652,21.0,1.0,201.0
532.0,"0xb4a4644914662fcd424a6025c28c02360ef4d077",21.960224941388148,99.98845526436683,10.0,0.0,162.0
533.0,"0x3bbf66026ec979e84b4fa08d51821a6353461df9",21.943861315437033,99.98843352286848,13.0,0.0,275.0
534.0,"0xf7b10d603907658f690da534e9b7dbc4dab3e2d6",21.892269891447803,99.9884117813701,47.0,0.0,198.0
535.0,"0xc02bfc8c96477d82ae78d3212b802c4bfc820f90",21.8899058014789,99.98839003987173,30.0,0.0,246.0
536.0,"0x83d2e472495f408bd0bc85702f4be5ef1acaee80",21.874907450504107,99.98836829837336,25.0,1.0,156.0
537.0,"0x50e70c43a5dd812e2309eacea61348041011b4ba",21.818437884238826,99.988346556875,1.0,51.0,1.0
538.0,"0xc94d24961abdc547ee466b8563f86c3a1afa8bd4",21.808608606363403,99.98832481537663,12.0,0.0,261.0
539.0,"0x33ffa2786c764a7407e3bc2021ecdca0408f6ab6",21.80118890651455,99.98830307387826,14.0,11.0,137.0
540.0,"0x39beb60bc4c1b8b0ebeedc515c7a56e7dfb3a5a9",21.78917446913104,99.9882813323799,33.0,0.0,195.0
541.0,"0xdf09b6bb09fdee5f8d4c17c6642f0a54d6a7654a",21.7588477797623,99.98825959088154,3.0,3.0,187.0
542.0,"0x6e0f19c2d538c2123b73b710c0bef48bd05bb040",21.733440667300286,99.98823784938317,19.0,1.0,128.0
543.0,"0xd7e1df3c6d6f974f2aed3d13cec917217c9a7187",21.73323410623435,99.9882161078848,24.0,4.0,161.0
544.0,"0xc10898eda672fdfc4ac0228bb1da9b2bf54c768f",21.688223180806112,99.98819436638642,31.0,0.0,193.0
545.0,"0x014607f2d6477badd9d74bf2c5d6356e29a9b957",21.67722615858347,99.98817262488807,35.0,1.0,160.0
546.0,"GvyfytrxFQbHK8ZFNT3h12dJPfBXFjVV7k98cXni8VAgjKX",21.657962067209333,99.9881508833897,2.0,2.0,265.0
547.0,"0x54e250ea9b59f4d627b7c35570e7acd688916ba6",21.65750971741211,99.98812914189132,19.0,0.0,207.0
548.0,"0x9a991dd33768a6e8268f64b645d4ea18afc694a1",21.64328528261507,99.98810740039296,1.0,0.0,273.0
549.0,"0x65877be34c0c3c3a317d97028fd91bd261410026",21.639014906309527,99.98808565889459,17.0,0.0,147.0
550.0,"0x7f96a6269b00c56cdc319721be80bf8c290324a5",21.638833952893876,99.98806391739622,5.0,55.0,18.0
551.0,"0xa49273cdbf5f77b151e990a843b9431e161dbdd9",21.566556190979586,99.98804217589785,7.0,0.0,161.0
552.0,"0x382cab376440f92d4943f8b47dd45645cf98be0c",21.563837950615316,99.98802043439949,19.0,2.0,179.0
553.0,"0x5799aeb17cbbc576b55288edc2bd180d61e01ded",21.563458791726294,99.98799869290112,3.0,48.0,154.0
554.0,"0x66300889afb808626498c28e3811bb9b06a014ad",21.550218863332724,99.98797695140274,29.0,0.0,206.0
555.0,"0xde34393312c0c1e97e404d18a04580e9610e063c",21.527683487176127,99.98795520990438,8.0,20.0,199.0
556.0,"0x1d07ca009d9e507e780fd921d63c90c2bcd1052c",21.47251770637047,99.98793346840603,35.0,0.0,216.0
557.0,"0x5d47e5d242a8f66a6286b0a2353868875f5d6068",21.44625558372335,99.98791172690765,34.0,0.0,162.0
558.0,"0xf4c0a1c30086ff3e4055aaf9b4f249ab52477a95",21.43911019904,99.98784650241255,7.0,0.0,160.0
558.0,"0x3e3d1fbb4904e76759856a401eb230695013d9a4",21.43911019904,99.98784650241255,7.0,0.0,160.0
558.0,"0xe80d5a0fcf4aa6046618b67469d381aba9434937",21.43911019904,99.98784650241255,7.0,0.0,160.0
561.0,"0x9824697f7c12cabada9b57842060931c48dea969",21.352659412114157,99.98782476091418,14.0,0.0,208.0
562.0,"0xf3b23bb212567c174f356437f98544bf13164436",21.32814857267495,99.98780301941581,16.0,3.0,143.0
563.0,"0x426fccbe1fdb4411f1ce9301dae5d7b70dc28009",21.29845417464473,99.98778127791745,7.0,0.0,159.0
564.0,"0x4ff0e707c2a4f6906363f6a99dbc055ac02fa3f1",21.288378805187964,99.98775953641908,11.0,0.0,221.0
565.0,"0xc7fcae1e32c6e2dca1403ddb4aac71c29905968b",21.283093103292106,99.9877377949207,13.0,0.0,148.0
566.0,"0x0d53fa50672440fa6231aaec8eef3d9e5d46f106",21.2813653160337,99.98771605342233,7.0,0.0,159.0
567.0,"0x6ab880afd1e0c7786cc5d05f4fd9b17761768da8",21.262259074031093,99.98769431192397,27.0,0.0,212.0
568.0,"0xe4b8c8e33b17ec8517403852d7bb272134a2271a",21.256892339760615,99.9876725704256,36.0,0.0,235.0
569.0,"0xc5afc3a0f462c5a387393421b6a253204a3be8d2",21.230175731692082,99.98765082892723,16.0,1.0,174.0
570.0,"0x8725f2ab39565e7726799a02bc353f8fbf1d507c",21.228060094189985,99.98762908742887,13.0,0.0,246.0
571.0,"0xdbe4de27969ccc2ed1d32dcd0279127b0e8bc29d",21.20961800707884,99.98760734593051,2.0,5.0,258.0
572.0,"0x0c1e99991dd2f7d374bff13f9f52284ce6cfdae5",21.190607267934144,99.98758560443214,26.0,0.0,242.0
573.0,"0xfa6cb3e4b0c8495dc55e8977876e5591050d6a7d",21.18182525999816,99.98756386293377,7.0,0.0,158.0
574.0,"0xbd2a18df237c018e856dc88c720f9d99d82b086d",21.178295131801818,99.9875421214354,65.0,0.0,119.0
575.0,"0x343d0733558c0e3e8692700e4097ac4d21738eb7",21.14519714916769,99.98752037993704,1.0,126.0,1.0
576.0,"0xc63dbb830ed822edc98ebc4532a75881d24103f4",21.14046192979427,99.98749863843867,12.0,0.0,130.0
577.0,"0x8b104344f397afc33ee55c743a0fbd7d956201cd",21.119991086707486,99.9874768969403,32.0,1.0,163.0
578.0,"0x65066a8b34c78b5270dacfce17e2d95ed8c6dd50",21.11966814024746,99.98745515544194,1.0,57.0,1.0
579.0,"0x9c32555c64879004ac20a2192557ec48a2e4b807",21.09714662554014,99.98743341394356,1.0,55.0,77.0
580.0,"BUx6QQjUhCiZ4tDoVWzudaonnUVuHESj632TDSKbzxzm",21.096748348974884,99.98741167244519,1.0,37.0,60.0
581.0,"0xb203df26af3666f4214661f7f903c46edf9403b0",20.96929963991925,99.98738993094682,27.0,0.0,237.0
582.0,"0x5823fce2cfe346e34fbcd710664ee42bfdb07036",20.953057074862215,99.98736818944846,15.0,0.0,194.0
583.0,"0x5a010c2f9182c03a2247b2daa9fe5033b727a06a",20.923192545536324,99.98734644795009,6.0,0.0,144.0
584.0,"0x41a06f4f2a29c1c07d1ab6eb44744fbe887d7729",20.90814272848157,99.98732470645172,1.0,0.0,243.0
585.0,"0x5b47ce248ea313841668a318afb9a5597d5efc23",20.87410858268136,99.98730296495336,23.0,2.0,155.0
586.0,"0xde6ab16a4015c680daab58021815d09ddb57db8e",20.821804830665677,99.987281223455,4.0,29.0,196.0
587.0,"0xb86141f68ea86eb20bb523bfe20b35839dca1157",20.73875637008734,99.98725948195663,30.0,0.0,249.0
588.0,"0xd84e11bee5d555ccd905817cb8cbbd5b6e6c4f0d",20.723030092726688,99.98723774045826,69.0,1.0,198.0
589.0,"0x9c3389d5c30b429abc2ba4e32c402300a067a6fc",20.71005483694067,99.98721599895988,19.0,0.0,246.0
590.0,"0x495e06704e9c01199b0b83998d9160b305043234",20.70475637008734,99.98719425746152,29.0,0.0,250.0
591.0,"0x4e99bfbee1020138eacc68a32ed7fc6dd2efc08f",20.695186914140084,99.98717251596315,21.0,0.0,221.0
592.0,"0x541ebafe188547a9d8299d897db0c71d2e0011bc",20.659731789618988,99.98715077446478,3.0,42.0,42.0
593.0,"0x1e51745bdb4436563097833ba83dcc51109d9fa8",20.624207990331413,99.98712903296642,6.0,0.0,153.0
594.0,"0x6234d654a5927522db05af1052c32526598f4655",20.609826957739653,99.98710729146805,19.0,3.0,145.0
595.0,"0xf286e07ed6889658a3285c05c4f736963cf41456",20.60927019337175,99.98708554996968,49.0,0.0,215.0
596.0,"0xd91fcadcb0b820cd6d3e03f7a9ca3ff12d258edc",20.606027842301632,99.9870638084713,14.0,7.0,149.0
597.0,"0x887c3599c4826f7b3cde82003b894430f27d5b92",20.59266950009757,99.98704206697295,55.0,0.0,205.0
598.0,"0x5da5f4c020f856abdb168fd35c957d6006ba2ede",20.572585081247556,99.98702032547457,23.0,0.0,241.0
599.0,"0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0",20.56227061856948,99.98699858397622,6.0,0.0,180.0
600.0,"0xf30fc56264d65f241d5b2f0c861bbff7555656b9",20.525629145303483,99.98697684247784,12.0,6.0,168.0
601.0,"0xd5fae9a76de0bf1063eee5d4ae05be77cb08e68a",20.525005029859294,99.98695510097949,16.0,0.0,194.0
602.0,"0x4c078cb14b2d321231a90089195317968957896d",20.521716721226717,99.98693335948111,29.0,0.0,133.0
603.0,"0x069e85d4f1010dd961897dc8c095fbb5ff297434",20.517097366750015,99.98691161798274,25.0,41.0,86.0
604.0,"0x113406a66a9c41b9899f9bf08c39931cd7437ac3",20.507604891982286,99.98688987648437,29.0,2.0,179.0
605.0,"0x9fcdc09bf1e0f933e529325ac9d24f56034d8ed7",20.466640083252287,99.98686813498601,1.0,46.0,1.0
606.0,"0x66bdc08a0db3a83d374670a57aa8ecd5b51b55e5",20.44675719264627,99.98684639348764,22.0,1.0,178.0
607.0,"0xfb3d6b83e51a08ca89dcfe853e7ccbf5ee6ffbf4",20.420479051288847,99.98682465198927,1.0,83.0,1.0
608.0,"0xfda462548ce04282f4b6d6619823a7c64fdc0185",20.41181162331702,99.98680291049091,6.0,45.0,25.0
609.0,"0x451a2f23b2a18f11ace266c4fe3943aea0d92cac",20.37936376855346,99.98678116899254,12.0,0.0,201.0
610.0,"0x93442eb8f90330704cfb2ba5da88d6bdddae6aa9",20.372625775454424,99.98675942749416,3.0,0.0,136.0
611.0,"0x32791bbc7ddc9d0e6bd914f3b7f73747132a3a5b",20.3670685894822,99.98673768599579,20.0,0.0,110.0
612.0,"0xaac0aa431c237c2c0b5f041c8e59b3f1a43ac78f",20.366431793141118,99.98671594449743,6.0,0.0,180.0
613.0,"0x88441dcd4bc985965e69ecf5a454b04dc84ed876",20.354317370394313,99.98669420299908,24.0,0.0,110.0
614.0,"0xd2e1b76f81b71304daceec93f7d55d0a2abe2307",20.353873151418792,99.9866724615007,18.0,1.0,156.0
615.0,"0x8e900cf9bd655e34bb610f0ef365d8d476fd7337",20.351631299350068,99.98665072000233,3.0,37.0,58.0
616.0,"0x6c13fc8ef50144a21702415d57ece0a09879fcfb",20.338354638325296,99.98662897850397,31.0,1.0,192.0
617.0,"0xb512f6eda8d66092c5ab1d6c5ec718970e064683",20.328877166982483,99.9866072370056,23.0,6.0,187.0
618.0,"0x839395e20bbb182fa440d08f850e6c7a8f6f0780",20.318940700567534,99.98658549550723,41.0,7.0,153.0
619.0,"0x0c691b4f2a18e50445151009341cc6ec49999999",20.318919542639183,99.98656375400886,22.0,0.0,213.0
620.0,"0x70b7454d7ba86666e9d29b551f2603a6acc8daac",20.314721286979598,99.9865420125105,21.0,0.0,109.0
621.0,"0x5d95baebb8412ad827287240a5c281e3bb30d27e",20.308925866489076,99.98652027101213,15.0,3.0,141.0
622.0,"0x50cff41ca128eefdb94b688e88a2322025c1f495",20.306060363435115,99.98649852951375,1.0,92.0,27.0
623.0,"0xa15959aaaa96c0b17d06ffbb2dc10ae249e37bf6",20.291973316102254,99.9864767880154,4.0,43.0,135.0
624.0,"0xa785c26a95a6cdfbe85edd71388a23854d441c36",20.25933983240288,99.98645504651702,23.0,2.0,187.0
625.0,"0x8f7e4f6e71f0b25a3af594292147da0eed5f80b0",20.257597878598528,99.98643330501865,15.0,0.0,161.0
626.0,"0xfc3551f3b51f27ca60efb25f45ed95d4e80e7071",20.23094680983426,99.98641156352028,25.0,6.0,172.0
627.0,"0xcf8e24538e6e8c6d7ca711f84539aeac0892e28b",20.157119762337206,99.98638982202192,16.0,1.0,157.0
628.0,"0xded91aa5e503764c8f2c24d1042078226092cb24",20.129422347363995,99.98636808052356,25.0,0.0,251.0
629.0,"0xfbe300db166b41e554a9d7820fd7183977dee24e",20.125361344036065,99.98634633902519,19.0,0.0,239.0
630.0,"0x58b7aa5bed029a5d149e108ad4bdf836d10f70ea",20.11516235001251,99.98632459752682,9.0,43.0,55.0
631.0,"0xae78b03aeec6e077a7fe4fa0b341284d0b0560fa",20.110756370087344,99.98630285602846,29.0,0.0,241.0
632.0,"0x9ae6b470d238a4ab42cac5feb27caa5a19f89510",20.08398235929888,99.98628111453009,23.0,0.0,107.0
633.0,"0xa059fc472c7fac3a939664a215d6948d5c85f502",20.082416029165532,99.98625937303171,4.0,0.0,294.0
634.0,"0xf3637714f1da3c899407b2130fbf2250c3fd74ae",20.078756370087344,99.98623763153334,30.0,0.0,239.0
635.0,"0x227fd2fd881cc6c99dfccc0fb40f2b1dc2f3f36e",20.057209854526747,99.98621589003498,20.0,0.0,210.0
636.0,"0x88516b29ce9e92c7ac5025fb355ee5a76b8140f2",20.004999999999942,99.98619414853661,5.0,117.0,1.0
637.0,"0x6e52a3f199b9e2da6f9bce4a395cb015a0c737d9",19.979797359807094,99.98617240703824,14.0,0.0,156.0
638.0,"0x6ca3fccb6c1a6f949b546c60e1347114970867a9",19.928145312263734,99.98615066553988,11.0,3.0,171.0
639.0,"0x41383cf67716478188d069ac3c7df0cc706fdf54",19.927264966267458,99.98612892404151,2.0,0.0,280.0
640.0,"0x8ebc08c08b79c7ee7de645fde878d0dbcdbf93ae",19.917230562660542,99.98610718254314,29.0,1.0,128.0
641.0,"0x2719C3b290189dc43ABd179A35a438Dc2baa47E3",19.90593714469951,99.98608544104476,4.0,0.0,190.0
642.0,"0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6",19.89847690144685,99.9860636995464,28.0,15.0,131.0
643.0,"0x3dbe953eddb69dbd611e1fcd59d4bdefa5acb439",19.88805241331136,99.98604195804805,19.0,0.0,236.0
644.0,"0xbf207ea5de7d210db9f70baf7c79bb8c6c36666c",19.882011512267102,99.98602021654968,17.0,0.0,144.0
645.0,"0xd85df04c47d6072e84a2f5758d7fdca662da5cce",19.86008163513913,99.9859984750513,12.0,1.0,127.0
646.0,"0x6519e6117480d140cd7d33163ac30fd01812f34a",19.840943484539093,99.98597673355295,21.0,0.0,215.0
647.0,"0x4f48b5c821aa78c37b4194870d71b6f64dcf0b8a",19.839135089030858,99.98595499205457,3.0,44.0,27.0
648.0,"0xa1cad48e9844d850f066376e1f1e04147b16619e",19.822225312914,99.9859332505562,16.0,1.0,153.0
649.0,"0xb91e8c6d109802965af67950ec13d7bae8495408",19.820170882558315,99.98591150905783,18.0,0.0,188.0
650.0,"0x9b81fcdb243ff7137afcb77209d1d4be9dc3a6b2",19.816504817241032,99.98588976755947,16.0,0.0,197.0
651.0,"0xd5b6b09a76ec1278f10e9ccbb1709f7f75cee125",19.811833660556182,99.9858680260611,32.0,0.0,232.0
652.0,"0x95f50cf888dfec90321dc376c1e695f15b081595",19.74551535260994,99.98584628456273,26.0,9.0,116.0
653.0,"0x43dd14091d6769db1a14873506132bbd7f04d384",19.739319706073328,99.98582454306437,13.0,1.0,143.0
654.0,"0x0fadcd8d7862bb2b39d63d6a30c6b7c660c41d32",19.70754623285478,99.985802801566,13.0,0.0,197.0
655.0,"0x1acea492e78dc5d2ba007ff0a68f55dc4bb05ee9",19.676801333638593,99.98578106006762,12.0,0.0,189.0
656.0,"0x32241c3acf2a121ab8c9138562e15d4fe9e95067",19.667633071601433,99.98575931856925,5.0,28.0,109.0
657.0,"0x2917634fd7319c38d377fff1d9ccac4505921339",19.646335145578824,99.98573757707089,21.0,11.0,152.0
658.0,"0x8c80c1fe10912398bf0fe68a25839defcaef588e",19.642046035973667,99.98571583557253,35.0,0.0,224.0
659.0,"0xa343330f1e2848f02d09ad0f197be4f75ecdfb3c",19.640458482282384,99.98569409407416,23.0,0.0,201.0
