"rank","address","partiscore_absolute","partiscore_percentile","number_of_daos","number_of_proposals","number_of_votes"
215.0,"0x64b449bcd01d8b5c64187e5f42f913e48c4706fa",29.284651008094166,99.99534731934935,19.0,0.0,365.0
216.0,"0x658c7e40fb5426708e21eddc4e2775390eeb42c0",29.277333013074752,99.99532557785098,7.0,0.0,327.0
217.0,"0x9e988bf30fa85c5ee2ceac5c13c95357cd35d0f3",29.265849545185496,99.9953038363526,2.0,78.0,1.0
218.0,"0xe58585b22cc2ac4270a2b92c2d2d8c5db5a3330e",29.099555071985932,99.99528209485425,23.0,1.0,238.0
219.0,"0x7bd0fafe34a8b64afaf16166d644cdbb2b950aab",29.08456808749055,99.99526035335587,17.0,0.0,288.0
220.0,"0x639749b7b08aee65039c21d8a411103c6cebebf0",28.98777379849344,99.9952386118575,6.0,50.0,191.0
221.0,"0x67149c6a2aa490636948b084d88dde8a958ca269",28.949381689599996,99.99521687035914,17.0,2.0,232.0
222.0,"0xec360a3b85a2229e2b9d0d965baa224fadd455fe",28.916326866371897,99.99519512886077,29.0,18.0,297.0
223.0,"0xf335baa6e6ad984150a8526238808d2bff69869d",28.905910518995505,99.9951733873624,32.0,1.0,365.0
224.0,"0xeac7824c2f633c53d2acfab0c8e483789b7e10e7",28.534045793658244,99.99515164586403,15.0,0.0,198.0
225.0,"0xeb4db23c27253077fb3080adda6c5c127b0dacae",28.50727625886341,99.99512990436568,15.0,0.0,314.0
226.0,"0xe53085d26544daf3ba8f66b2d1b108e285cc51f9",28.301590996372884,99.99510816286731,49.0,1.0,262.0
227.0,"0x9a5c53e3aa62bdc23a9e56ce6e1936435d9cf943",28.229583622566327,99.99508642136894,17.0,0.0,354.0
228.0,"0x8f55d10ce6dd8315ac022a5f367b776925968b9b",28.22888123776688,99.99506467987057,17.0,0.0,354.0
229.0,"0xfe3baf2e9352fb4d894b005a2923a0711b106dcf",28.163583622566325,99.99504293837221,17.0,0.0,353.0
230.0,"0x5bca305df5b8446546224d7e548ef4e681eacfc9",28.134110572383264,99.99502119687384,14.0,0.0,214.0
231.0,"0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb",28.118759708190883,99.99499945537546,46.0,0.0,249.0
232.0,"0x2f68cb6bf5df2d7f0b1a42a814b0939e14f31861",28.09688123776689,99.99497771387709,17.0,0.0,352.0
233.0,"0x2951b1f7058bd2c05f01954002c450bac0873847",28.086715642750107,99.99495597237873,44.0,0.0,242.0
234.0,"0x1e39cc29009ed4760c186d8771295c1e224882d4",28.08509357746371,99.99493423088036,25.0,0.0,270.0
235.0,"0x363abd787ffbb039a51716b756eceb46881788a8",27.961769273702913,99.99491248938199,19.0,0.0,256.0
236.0,"0xeb2c098011513bb2bb8655b3dec65a33e7a09dd5",27.936906299520167,99.99489074788363,17.0,0.0,350.0
237.0,"0xd50f6325b568a978a0d95106f35e368fac475332",27.930373163737556,99.99486900638526,10.0,0.0,280.0
238.0,"0xc54570b8eb8138ace95132b944b7b6bb391976dc",27.804992638312303,99.99484726488689,33.0,0.0,269.0
239.0,"0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c",27.787751339949185,99.99482552338853,18.0,0.0,229.0
240.0,"0x9ae9b5e208dea9bffb62e1c88ea864eeca85e1ef",27.783887704242446,99.99480378189017,31.0,19.0,273.0
241.0,"0x95d8ac20b2377a00fcda7cf56709c4570edd40b7",27.776116079668558,99.9947820403918,34.0,9.0,310.0
242.0,"0xf925a8e3707414ecc334719d34663738b1e8b3fe",27.738906299520178,99.99473855739505,17.0,0.0,347.0
242.0,"0xe0bdfe8fb79376bd51a824d8a7d1438981a9a8fa",27.738906299520178,99.99473855739505,17.0,0.0,347.0
244.0,"0x1a518a3e674a76324058822ca5d8688cffc5033b",27.73624672090785,99.9947168158967,17.0,0.0,265.0
245.0,"0x461783a831e6db52d68ba2f3194f6fd1e0087e04",27.73605877972122,99.99469507439832,12.0,28.0,239.0
246.0,"0xee05f233245c33150fd061f732bd213aee0ec3c7",27.654530828505184,99.99467333289995,22.0,0.0,330.0
247.0,"0xa4dc2788bcc832095bba2b148a5d98d0dca270a6",27.591162915313806,99.99465159140158,50.0,1.0,288.0
248.0,"0x3b74175fb78af5aa92e9eb2c7e837f6d50882522",27.572757714213612,99.99462984990322,17.0,5.0,207.0
249.0,"0xc85fcc44005a1d24142c6b347a0256b5e9306c10",27.53504206508023,99.99460810840485,29.0,3.0,211.0
250.0,"0xbf760fd4535fb211e5c6881b28283b60d1a059bf",27.51096350959591,99.99458636690647,20.0,0.0,227.0
251.0,"0x37ea22d0f551aa66d54605592b672f385b713dc4",27.503871204557683,99.99456462540812,16.0,0.0,193.0
252.0,"0x2fc3fd7c06adfc48736122ea33820038cc16dcdb",27.499797876838148,99.99454288390974,23.0,0.0,250.0
253.0,"0xd0c565265a3fab7bb3ca12cd768c4cdd27f449bd",27.49731986316004,99.99452114241139,1.0,0.0,329.0
254.0,"0x1dcb6aca2949a1ba6bc576c46c6f1da1b3ea6dd0",27.483772920360117,99.99449940091301,29.0,19.0,272.0
255.0,"0xe3e39161d35e9a81edec667a5387bfae85752854",27.4503350894513,99.99447765941466,34.0,0.0,251.0
256.0,"0xe40987f8ca51d3f72947400a7459e66db2715bc1",27.432008255756845,99.99445591791628,16.0,0.0,210.0
257.0,"0x186e20ae3530520c9f3e6c46f2f5d1062b784761",27.41152395766106,99.99443417641791,43.0,0.0,233.0
258.0,"0x86745983df675e7e44d9041b9cdec809b39f4248",27.34081064210978,99.99441243491954,24.0,0.0,178.0
259.0,"0xf962a4b2692783babab48e4dae6e874dd9f491f1",27.309521822660056,99.99439069342118,16.0,0.0,342.0
260.0,"0x3b59e42d9f33906ff58813f9bb8be58b185d22f2",27.288367250855707,99.99436895192281,26.0,0.0,212.0
261.0,"0x884cdd617dcbd7d0854960e19f4ee5820faa1b53",27.24352182266005,99.99432546892606,16.0,0.0,341.0
261.0,"0xde64ea282b06ae636263a28ec305bda1d45d6440",27.24352182266005,99.99432546892606,16.0,0.0,341.0
263.0,"0xdcb8712c6ec6a6eb8beae2a7a70e867e5d15dab3",27.17752182266005,99.9943037274277,16.0,0.0,340.0
264.0,"0xc9122d0f8ca7811a7a88a36b614ea619bd21622f",27.177178520018735,99.99428198592933,16.0,0.0,340.0
265.0,"0x6b07d4ace5bc9a690fda9ddeb5a0f131fda0b257",27.13240226160345,99.99426024443096,22.0,0.0,242.0
266.0,"0xf507555538fd0537922e70817780908ad132d3eb",27.12018592044483,99.9942385029326,16.0,0.0,209.0
267.0,"0xe4a6ef444bdbd669aaa7f24e637e5ca3ca8788a5",27.111521822660052,99.99421676143423,16.0,0.0,339.0
268.0,"0xaa2f888b680a3ce8f686e8b600396b2d6c867be4",27.045862389836685,99.99419501993587,16.0,0.0,338.0
269.0,"0x57537129e3ff27e003b634409fe9c3d057f4305d",27.045521822660056,99.9941732784375,16.0,0.0,338.0
270.0,"0x060bbb0bcc744293a1e7df8dd7cc2ec81951bf94",27.01274241712984,99.99415153693914,32.0,0.0,342.0
271.0,"0x86f5badc9fb2db49303d69ad0358b467cfd393e0",26.99664165467159,99.99412979544077,17.0,2.0,293.0
272.0,"0xd1b067580ad619b32cc06309012b6b46d506ed6e",26.865484379050187,99.9941080539424,16.0,0.0,286.0
273.0,"0x1d4956396efe4bdf18b8e71ca22495ba4ce376ea",26.864999999999906,99.99408631244403,1.0,161.0,1.0
274.0,"0x924f17026ab7e01147f892c3684c85f758775701",26.798459649178735,99.99406457094567,32.0,5.0,316.0
275.0,"0xb0145ae156d201d6e371d07265fe3c045071c967",26.766266732736415,99.9940428294473,5.0,0.0,217.0
276.0,"0xedb7af625443bec75d53544e091ee3492ede8bc2",26.762945741801346,99.99402108794892,35.0,2.0,215.0
277.0,"0xf55c02b021f91752521c0cb74303565f25baccb1",26.729357158295755,99.99399934645055,23.0,1.0,172.0
278.0,"0x155b6485305ccab44ef7da58ac886c62ce105cf9",26.70130631078664,99.99397760495219,17.0,0.0,241.0
279.0,"0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9",26.67070155812356,99.99395586345382,49.0,33.0,241.0
280.0,"0xf3baeab4afa486991845d5dbe31069265da39d57",26.658692700420602,99.99393412195545,24.0,0.0,211.0
281.0,"0xda428be4f8e0ec294fc0647690073895f406c659",26.58646455452244,99.99391238045709,32.0,1.0,332.0
282.0,"0x9e4977972cb8a95fdf2cf9bda269ebdb2dcaea35",26.571127059005875,99.99389063895873,26.0,0.0,249.0
283.0,"0x41fb250fd5be7cc6e818bf7b54843735e8c64abb",26.547398986675077,99.99386889746036,20.0,3.0,212.0
284.0,"0x0d17210ad8c58b9fb47066629f3325ee73648ca0",26.47700052738214,99.99384715596199,24.0,0.0,172.0
285.0,"0x854c4d44e1bc07b7a7805c116b01a8e1895635d5",26.475579237922183,99.99382541446363,24.0,0.0,172.0
286.0,"0xce2c567ae501631fc017e5461608eaa9ccdf281a",26.46976830554801,99.99380367296526,22.0,0.0,173.0
287.0,"0x0b1f8ee2f813f06ac5fb8aad74aacb71fb2f51fa",26.42740695704418,99.99378193146688,26.0,0.0,278.0
288.0,"0x947b7742c403f20e5faccdac5e092c943e7d0277",26.38960946283925,99.99376018996851,2.0,3.0,220.0
289.0,"0x330958aec4eca4308113202b5d8622e813466b2f",26.35082853533863,99.99373844847015,24.0,0.0,171.0
290.0,"0x76fb13f00cdbdd5eac8e2664cf14be791af87cb0",26.345539119639728,99.99371670697178,5.0,0.0,255.0
291.0,"22dKEZy2eAimoVpQXcGK2wNL5jUuTC9vdqWTrd4S5s1s",26.324902234055372,99.99369496547341,3.0,43.0,89.0
292.0,"0x1e2d99accc188ffbd77c0d476ff5a6aacfa96ef9",26.281261553020933,99.99367322397504,22.0,0.0,170.0
293.0,"0x24011e9598937bfbfb27fd4d8e9b8fda42fa239f",26.230129538767606,99.99365148247668,1.0,66.0,31.0
294.0,"0x7548b0e736e32c4273c1056952754bba4a384bba",26.203121215552173,99.9936297409783,24.0,0.0,170.0
295.0,"0x26d29e016f1c2c8d3dcfabbe4de23c161fffe709",26.178342312350225,99.99360799947993,24.0,0.0,170.0
296.0,"0xab06e86d240a5f515ea6d16c3530c6596f8bb774",26.120622419221576,99.99358625798158,15.0,0.0,196.0
297.0,"0x2fa92128ece3901395448bf62dd5ff6a35871540",26.113409507592937,99.99356451648322,5.0,84.0,12.0
298.0,"0x9adc511af137e5de97f1030614762fa691b8df68",26.111552319101953,99.99354277498485,24.0,0.0,169.0
299.0,"0xa64098426cda486f886bc973880d35e016284893",26.10173084608904,99.99352103348647,24.0,0.0,169.0
300.0,"0x9af3a3fbb6999bb635a4843675e3e0fa98c6d16e",26.076049502753477,99.99349929198812,24.0,0.0,169.0
301.0,"0x3f4579530dff31773e26001bada3cef5ce6f74cb",26.067491869982646,99.99347755048974,24.0,0.0,169.0
302.0,"0x3e0a5fde01ab05186f7808b3ae0cfdbcf844d3ae",26.05531038178211,99.99345580899137,12.0,0.0,252.0
303.0,"0x046abfc06897e8a86542047d6b22e931fe99bee5",26.032692457758927,99.993434067493,24.0,0.0,169.0
304.0,"0xb03f5438f9a243de5c3b830b7841ec315034cd5f",26.028167231681458,99.99341232599464,38.0,0.0,264.0
305.0,"0x8f9be4310f9abb0e5843cc6363908c9b01dfeb3f",26.02601679807693,99.99339058449627,52.0,0.0,249.0
306.0,"0x9cf16ca85470cd518254818a89d71c924fe32e29",26.021964184338,99.9933688429979,1.0,101.0,14.0
307.0,"0x07fd387ae14f8ec8fcc89ff1efa60154f40692f4",26.005294040810682,99.99334710149952,11.0,0.0,155.0
308.0,"0x1d7cc75476009dac32b6f5dffce5f282f6a06c07",25.99167745572349,99.99332536000117,24.0,0.0,168.0
309.0,"0xcf1192ecefb3ab5622c0cfac7e1e5ac76dcc5885",25.980128630478056,99.9933036185028,24.0,0.0,168.0
310.0,"0xf8afa6338e9fabafc49469c32f5fbfe911ea7c04",25.96160498261978,99.99328187700442,32.0,1.0,321.0
311.0,"0x822cd4f645d14afbd06e51ad6672c6bc702a5006",25.935949185214092,99.99326013550606,24.0,0.0,168.0
312.0,"0x026b9a9c57734558ee78e1561049b6b548733395",25.88130356742389,99.9932383940077,1.0,58.0,1.0
313.0,"0x0bc3668d2aafa53ed5e5134ba13ec74ea195d000",25.88108894191607,99.99321665250933,8.0,1.0,249.0
314.0,"0xdf7a23b9e0d46e5a96fead2b324aa6f85fb7227e",25.868972789016965,99.99319491101096,22.0,0.0,169.0
315.0,"0xaa01dec5307cf17f20881a3286dcaa062578cea7",25.843322957683398,99.9931731695126,31.0,8.0,219.0
316.0,"0xd6c0f3032b7876b504943cd5252c485d3168a849",25.829604982619777,99.99315142801423,32.0,1.0,319.0
317.0,"0x14133dd0285c5804646482d4743c048e2a5ae2ec",25.817956599255496,99.99312968651586,24.0,0.0,167.0
318.0,"0x0003cb0009e52e6ca64b4744a1601e9f1d6ef130",25.813178610605526,99.99310794501748,24.0,0.0,167.0
319.0,"0x1b4138fa9473dca72f76351858be6dbcfccf34fd",25.75969845463097,99.99308620351913,24.0,0.0,167.0
320.0,"0x506ade0a94949db63047346d3796a01c09384198",25.752300135059556,99.99306446202075,39.0,1.0,166.0
321.0,"0x937f5b32bc3cafcd1b02462f93e6ae5a843f6c6a",25.73956792007671,99.99304272052238,5.0,62.0,59.0
322.0,"F2i6trfXqFknbgB3d9wcd1X98WWdLLktmFtK8Beud75bjTW",25.717562979289188,99.99302097902401,2.0,64.0,102.0
323.0,"0x68d36dcbdd7bbf206e27134f28103abe7cf972df",25.7061409523615,99.99299923752565,59.0,43.0,152.0
324.0,"0xe3b57b770ee1638b566237c48395a78e0aa56fee",25.667898340564577,99.99297749602728,24.0,0.0,166.0
325.0,"0xbcc181046fd96ccadf0cebe30d4ff67d4373a126",25.65081819727466,99.99295575452892,15.0,0.0,223.0
326.0,"0xc71ded6f0e5660dfe79c849058afd9be7a3c85b8",25.644141855054453,99.99293401303055,10.0,0.0,249.0
327.0,"0x12ef2cd4231d5cf655a6cdd4ac1524ffaa439c17",25.57685913944838,99.99291227153219,24.0,0.0,287.0
328.0,"0xa32e9a93407c629d1a952bdadc0d2f72887d0326",25.564568577384104,99.99289053003382,9.0,0.0,315.0
329.0,"0xc32e1289b5765b2c4d8a6aa925cbd2a29d35cc22",25.53477554716377,99.99286878853545,1.0,0.0,277.0
330.0,"0x03154b9e76b3e6eb27357ccfd638f9ac9085e8b3",25.46592437120724,99.99284704703709,14.0,0.0,173.0
331.0,"0xcd5c1bb777c937d993bc5e16e48b1669becc77aa",25.454814433675786,99.99282530553872,16.0,1.0,238.0
332.0,"0x1df2535cf0956abec21c4738534885d3849d6578",25.45041992168284,99.99280356404034,35.0,0.0,246.0
333.0,"0x79bdad6592c79249f71dd0d40d8786517ffaef4f",25.444550707835496,99.99278182254197,24.0,0.0,164.0
334.0,"0x1a706173c9b73b47f23cf81d9845541f828c8b45",25.362868157951624,99.99276008104361,24.0,0.0,164.0
335.0,"0xf42ad66f4b66628584f2e97421a008d62a8f116c",25.30464003770441,99.99273833954524,23.0,6.0,175.0
336.0,"0x3a26577d7682064dff6f3f82764b20c08c427025",25.299554579791398,99.99271659804687,24.0,0.0,164.0
337.0,"0x1983da5059f7d7da6b4c6cdc3d42d69a334a5e7e",25.299321355720856,99.9926948565485,7.0,67.0,12.0
338.0,"0x0d1456a83ce96e010db1fcba4e71bbc6c3a18452",25.291467709612558,99.99267311505014,27.0,2.0,315.0
339.0,"0x413fd6b18910e516da68d3292ab9b2dd3a87971d",25.283165420147856,99.99265137355177,13.0,0.0,171.0
340.0,"0x721c7fffe9ac426a028e616677811f755fa99eba",25.234171802923367,99.99262963205341,33.0,0.0,193.0
341.0,"0xc656fec076937bb3bfe5f05c3b70b07401c37cec",25.186873997221376,99.99260789055504,24.0,0.0,163.0
342.0,"0xc1d22b8bff4b2db03243b68b3e0358562ee4b7f4",25.186321409388476,99.99258614905668,24.0,0.0,163.0
343.0,"0xbd015d82a36c9a05108ebc5fee12672f24da0cf4",25.16543477764496,99.9925644075583,3.0,96.0,103.0
344.0,"0x2d2d768fd67b3ce4673049d0c39e2ddf2af4c2bf",25.127068356802987,99.99254266605993,24.0,0.0,163.0
345.0,"0x9d375719442c8d57ca9658ede45336787648381f",25.107645177594257,99.99252092456157,17.0,0.0,232.0
346.0,"0xb133838c73e830b25bc7c8c6e20d61cf64bb69f2",25.069771758913674,99.9924991830632,24.0,0.0,162.0
347.0,"0x28296d868cae7d63b24c687fec1feb2677e65fe2",25.068770501588105,99.99247744156483,24.0,0.0,162.0
348.0,"0x62661b101ca48734668669a9f1cb83c4889049f3",25.062586804401302,99.99245570006646,20.0,1.0,248.0
349.0,"0xb5fc2240cf1c28946949ebe43c8cea0ea4443456",25.052390029405828,99.9924339585681,24.0,0.0,162.0
350.0,"0xc6978b1a39a1d75bc0200363b5d77cc478d5853f",25.04946286631948,99.99239047557136,24.0,0.0,162.0
350.0,"0xeff333df6f61f9c5c86cab08ce6b963f64518bfb",25.04946286631948,99.99239047557136,24.0,0.0,162.0
352.0,"0x07722608a61d9014462d3cb0bf00420fe8a5adff",25.019975483449393,99.99236873407298,24.0,0.0,162.0
353.0,"0xbb59ab2c42bf365885dafeb3f9307d1130edb330",25.016347740273325,99.99234699257462,24.0,0.0,162.0
354.0,"0xeee382a8f995350fb172cdcb2c1e8cbd7b4dd533",24.986547595049398,99.99232525107627,13.0,0.0,201.0
355.0,"0xca6f56177c48b4df9d76c7af8f87d4a22409c279",24.98287487978648,99.9923035095779,24.0,0.0,162.0
356.0,"0x0586cc847c82397c443992facdc8cae0dba46956",24.980149683706482,99.99228176807952,13.0,0.0,170.0
357.0,"0x236046d33a156e4537fd9764afbecc8426f18d99",24.967883821108842,99.99226002658116,6.0,0.0,198.0
358.0,"0xcb630c28658d8b4f0509d628d8d947e6f95ea20a",24.940339654877622,99.99223828508279,28.0,3.0,204.0
359.0,"0x7821f8b55d58d508ced1dd4ce031f0985ce1e46a",24.936569321171223,99.99221654358442,21.0,0.0,161.0
360.0,"0x9ed9469e2f75cb9a33b94890f840cab06b876674",24.932829587949527,99.99219480208606,24.0,0.0,161.0
361.0,"Hjuii5eGVttxjAqQrPLVN3atxBDXPc4hNpXF6cPhbwzvtis",24.931007911913024,99.99217306058769,2.0,5.0,305.0
362.0,"0x6bb1be9f2bb1ca2711840682a71fcadf591087b5",24.929634652708046,99.99215131908932,24.0,0.0,161.0
363.0,"0xbf022b19a5d389b0129bc6d0856051ad4838f986",24.92827948298547,99.99212957759094,27.0,0.0,247.0
364.0,"0x95a46053eb9782a6aafbef6970548ce549646770",24.923710155426058,99.99210783609259,24.0,0.0,161.0
365.0,"0xa094e287128d62e6e872daba552ac139bae71354",24.90671657300865,99.99208609459421,21.0,0.0,161.0
366.0,"0x8ef7317de73634c05b3fb341c07af5c6ff7043fd",24.90057743245559,99.99206435309584,24.0,0.0,161.0
367.0,"0x77e9d9572d16624e77487d8e69699f2d8f6556b8",24.891822302428878,99.99204261159747,24.0,0.0,161.0
368.0,"0x21c0a2c88df089de73f09b0ad33a2cd76b9b69ee",24.860529494286588,99.99202087009911,24.0,0.0,161.0
369.0,"0xca23efd643660d5502c9096464e465d9c06ff56c",24.830429074706966,99.99199912860075,32.0,2.0,299.0
370.0,"0xc34d931cc6290dae177a6fc645db444a132a442f",24.82376641868908,99.99197738710238,28.0,0.0,291.0
371.0,"0xac0bc99cbc26e3d9293d757d61cafcf8bd4ac0a0",24.8131473332677,99.99193390410565,24.0,0.0,160.0
371.0,"0xa620be44a0d4f00e73512df8726da24940430051",24.8131473332677,99.99193390410565,24.0,0.0,160.0
373.0,"0xabd238fa6b6042438fbd22e7d398199080b4224c",24.803582401515136,99.99191216260728,3.0,55.0,194.0
374.0,"0x2c074ce167aee79a77695768dfcf80585c8f5299",24.800576039466208,99.9918904211089,24.0,0.0,160.0
375.0,"0xdc7f569a3d8f100041707be8cb711d22b6d5e256",24.78689534880617,99.99186867961055,21.0,0.0,160.0
376.0,"0xeaa2cbf0feeea30b524a1cb47a593753865a225e",24.783596421737712,99.99184693811218,24.0,0.0,160.0
377.0,"0xb4ce15d0dd9e31052d39deefcdd4152c55b6c233",24.76648133599116,99.9918251966138,24.0,0.0,160.0
378.0,"0xdd39c8deaeacdcdde35bd48a469349b9346fe7fa",24.760526875688537,99.99180345511543,19.0,2.0,187.0
379.0,"0x1915352c98acb70b56af85fd98a93570b1103314",24.757020418134978,99.99178171361707,24.0,0.0,160.0
380.0,"0xded77410241c3bcc3997c1f92ad622b9eacb2c6d",24.745039823741642,99.9917599721187,28.0,0.0,290.0
381.0,"0x102717d982642b294ad4033b04f7b6262dac915f",24.744793495816204,99.99173823062033,21.0,0.0,160.0
382.0,"0xf7b8070c7a030345e1474bd5420f59a4fd864fb4",24.734748680170185,99.99171648912196,21.0,0.0,160.0
383.0,"0xfbbaaefac31c56dc43a4368d82629b5753c289d8",24.73371501893301,99.99169474762361,24.0,0.0,160.0
384.0,"0x016d4da7c7cd614cd50149a373873ff090b9782e",24.732839625917045,99.99167300612524,29.0,9.0,273.0
385.0,"0x1c8c125c1eac1c8d450979cbf0146985d75df55a",24.72963857272487,99.99165126462687,2.0,52.0,48.0
386.0,"0x26463f18fa1f6d850542b13376edc152ca8e970d",24.728811469213653,99.9916295231285,22.0,0.0,149.0
387.0,"0x12734f36e365ed769b16b4157e26b9ee7180e8ca",24.71830793388047,99.99160778163014,28.0,0.0,290.0
388.0,"0x12cb4ca94136b6e8fb11636c55f47d0885f3dc64",24.71586144086118,99.99158604013176,28.0,0.0,288.0
389.0,"0x15b5d186ce03817f32266e3026fcca45a003aa68",24.695646099084833,99.99156429863339,24.0,0.0,159.0
390.0,"0x5fe2a08106df08d82f89a73e0853cd4466895a65",24.658727522213812,99.99154255713503,21.0,0.0,159.0
391.0,"0xf078b35322a49cb5f666cc6c69a0f7c34187fbe2",24.656090850728546,99.99152081563666,24.0,0.0,159.0
392.0,"0xb145f2ee8459e2c18be9fba971feb65d8127f2e9",24.651908171602173,99.99149907413829,24.0,0.0,159.0
393.0,"0xe6c2c118fdbfedb21f7f051e8a9360626a3f6d33",24.628569124224164,99.99147733263992,21.0,0.0,159.0
394.0,"0xaf72e36d1d16ae80b6811a99909cb92396d18777",24.620270178281576,99.99145559114156,27.0,0.0,288.0
395.0,"0x1d2f34cd3f7adf2c8ba7c3ebb7f070837d441030",24.60653638609891,99.99143384964319,24.0,0.0,159.0
396.0,"0xf7aa189442b2d5cc4846a363892f15ff8b15f41c",24.602155010615157,99.99141210814481,21.0,0.0,159.0
397.0,"0xdf631777df4debcbcd647e85bdcb868b43663ba0",24.528404866157494,99.99139036664646,27.0,0.0,265.0
398.0,"0x682c4184286415344a35a0ff6699bb8edabddc17",24.494276040429625,99.9913686251481,17.0,1.0,224.0
399.0,"0x27b0fc6c4a5a0cf213a570097279a5bde61214d2",24.446903835639237,99.99134688364973,28.0,2.0,166.0
400.0,"0x11219d61e95fc5930762b16868ddb2c9c6fc83fa",24.41240613998049,99.99132514215135,6.0,49.0,56.0
401.0,"0x71535aae1b6c0c51db317b54d5eee72d1ab843c1",24.412069218784897,99.99130340065298,32.0,0.0,268.0
402.0,"0xcb678c41afc309c441af88cb61c336dcfc06bee3",24.392739911206068,99.99128165915462,11.0,59.0,29.0
403.0,"0x44087c57add67bf4672dd6702869dcf4b97ad850",24.366609514239727,99.99125991765625,24.0,0.0,125.0
404.0,"0xc6470ca7d60d541edb6dd7477a0fa9c5a83a0464",24.348155634917806,99.99123817615788,3.0,0.0,284.0
405.0,"0xd1bc2dbb8ebc0707ed89499116040a3efc3f97f2",24.329220846045544,99.99121643465952,36.0,1.0,159.0
406.0,"0xb0e83c2d71a991017e0116d58c5765abc57384af",24.324901812743384,99.99119469316115,26.0,30.0,217.0
407.0,"0xef0dc4cc9930e9645cbf46b79f032ed078397e36",24.319361060275178,99.99117295166278,24.0,0.0,157.0
408.0,"0x1125917201ed36700f86c3cecec8c5dafae280d1",24.319304884745673,99.9911512101644,27.0,0.0,256.0
409.0,"0x6800304b221660f23f382cf5ec42ab2dfc66890f",24.3116249572126,99.99112946866605,7.0,0.0,298.0
410.0,"0x068db2a4655158bc61e6147c0015bd2c63b4cf08",24.301953203983093,99.99110772716767,13.0,0.0,159.0
411.0,"0xc43a8a2530dcf66f458f7531a8275752d60f7689",24.299735578485027,99.9910859856693,2.0,73.0,1.0
412.0,"0xcdf91269d4e4bba12f8f3c82be7a13e4a1d4b3bb",24.28698168925186,99.99106424417094,33.0,1.0,202.0
413.0,"0x72b2cb558bf17f9e5aa40754a4e26ec480c07554",24.266720975474023,99.99104250267258,23.0,0.0,184.0
414.0,"0x513b4fb84df4f8e05c05cdcbbb8d04c482ec0b4b",24.244354922078042,99.99102076117421,26.0,0.0,289.0
415.0,"0xc43d49a247923f1c7837c806a1eeaa1891387f75",24.224999999999937,99.99099901967584,3.0,79.0,165.0
416.0,"0x631ab8eb40588543df900263f864b6376d56a587",24.21515868392557,99.99097727817747,13.0,0.0,151.0
417.0,"0x2e0d91866fe0b1e3c50829bf3067dcde46720432",24.200822863535024,99.99095553667911,21.0,0.0,156.0
418.0,"0x956f1ce3ff2ea59a8b41df83ce9f85ed59d73f92",24.189123352139152,99.99093379518074,18.0,1.0,249.0
419.0,"0x22a6a40223d99a1112e9975fc4e4e41726a4805e",24.17555794361517,99.99091205368237,15.0,3.0,189.0
420.0,"0xd59515ed5d580246e82e90ed2673d78039ef8fc6",24.160678135369437,99.990890312184,20.0,3.0,186.0
421.0,"0xce436e5b28918df04ed04d14b06081797e31ed77",24.08515776046982,99.99086857068563,27.0,0.0,287.0
422.0,"0x8f217d5cccd08fd9dce24d6d42aba2bb4ff4785b",24.08313026721937,99.99084682918726,2.0,0.0,342.0
423.0,"0x17e071372ba2c7ec0d21030e27db41e9ab74b2eb",24.076479835506813,99.99082508768889,27.0,0.0,232.0
424.0,"0x7a7a5fad8c4107ed0959191e7ff36ba82d4ea2f9",24.06935441843338,99.99080334619053,30.0,0.0,268.0
425.0,"0x2245be89fc8fab94ed982e859aa3212a4e4eb7e5",24.062925785622397,99.99078160469216,34.0,2.0,234.0
426.0,"0x06fa22d76a0205f4972580e63090a97f1c788f67",24.032585491291805,99.9907598631938,16.0,3.0,189.0
427.0,"0x6439abb662e3e5f0eb95dcd25a576a722383d8d2",24.022654932828946,99.99073812169543,3.0,7.0,220.0
428.0,"0x6bf3b32c6cd3d657f602347666244377793282e3",23.99395276486395,99.99071638019707,15.0,0.0,158.0
429.0,"0xc4d9d1a93068d311ab18e988244123430eb4f1cd",23.976398003168214,99.9906946386987,11.0,25.0,275.0
430.0,"0xe838947244e106372c5ec5e1b6ccc592b9efd563",23.96055248073364,99.99067289720033,1.0,69.0,27.0
431.0,"0x18856179b08b4c92bf5ad5c7a16e11ac8bd022aa",23.952549339877535,99.99065115570195,7.0,52.0,65.0
432.0,"0xa4244f6711052752e6bb0271bf17c756e6598406",23.947789709838556,99.9906294142036,5.0,19.0,169.0
433.0,"DaCSCEQBRmMaBLRQQ5y7swdtfRzjcsewVgCCmngeigwLiax",23.94161706931642,99.99060767270522,2.0,0.0,259.0
434.0,"0xfa7513021002f7181333b773bf801dfd7fd91ce7",23.93281735611638,99.99058593120685,13.0,0.0,290.0
435.0,"0x37ba7448808b0a42c13b6fc02ac8c0f375ab5ee4",23.916786963241066,99.9905641897085,2.0,60.0,44.0
436.0,"0x82facff6df9b0e22fd342703ec32cdc863d3c056",23.88821506221437,99.99054244821012,1.0,54.0,48.0
437.0,"0xcdd05bae4c5ba7dc483d092903aaf3036e91efdf",23.87998513079729,99.99052070671175,13.0,0.0,156.0
